epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
241,5431.15,0.34513,0.18503,0.04953,0.26036,0.83541,0.9995,0.995,0.99481,0.93073,0.99293,0.99452,0.99295,0.97231,0.40563,0.22753,0.00354,0.21139,0.80396,0.000346736,0.000346736,0.000346736
242,5453.32,0.32718,0.16023,0.04082,0.25111,0.82718,0.9994,0.995,0.99467,0.93069,0.99343,0.99451,0.99333,0.97055,0.41104,0.22387,0.00327,0.21608,0.80404,0.000341235,0.000341235,0.000341235
243,5475.54,0.33971,0.18704,0.04721,0.26075,0.83047,0.99938,0.995,0.99442,0.934,0.99367,0.99465,0.99219,0.97062,0.39777,0.22501,0.00254,0.21031,0.80245,0.000335734,0.000335734,0.000335734
244,5497.63,0.32859,0.18024,0.04835,0.25955,0.83119,0.99922,0.995,0.99431,0.93468,0.99379,0.9947,0.99214,0.96645,0.39575,0.22914,0.00285,0.211,0.80232,0.000330233,0.000330233,0.000330233
245,5519.7,0.33327,0.17836,0.04861,0.26026,0.83378,0.99901,0.99462,0.99472,0.93208,0.99425,0.99474,0.99291,0.96641,0.40655,0.24182,0.00469,0.21278,0.80331,0.000324732,0.000324732,0.000324732
246,5541.96,0.33793,0.18118,0.04945,0.2577,0.82983,0.9988,0.995,0.99467,0.933,0.99414,0.99474,0.99343,0.96835,0.40326,0.23678,0.00277,0.21162,0.80289,0.000319231,0.000319231,0.000319231
247,5563.99,0.33538,0.19165,0.054,0.25662,0.83092,0.99905,0.995,0.99476,0.93666,0.99406,0.99483,0.99352,0.96854,0.4068,0.23737,0.00263,0.20776,0.80315,0.000313729,0.000313729,0.000313729
248,5586.11,0.34125,0.19178,0.05193,0.26104,0.83734,0.9986,0.995,0.9949,0.92772,0.99408,0.99495,0.99319,0.96867,0.41289,0.23241,0.00413,0.2106,0.80581,0.000308228,0.000308228,0.000308228
249,5608.2,0.33803,0.17652,0.04553,0.25689,0.83446,0.99871,0.995,0.99485,0.92878,0.9934,0.99464,0.99325,0.96311,0.41579,0.24938,0.00355,0.21295,0.80489,0.000302727,0.000302727,0.000302727
250,5634.15,0.32949,0.16566,0.04601,0.25425,0.82798,0.99854,0.995,0.9949,0.93,0.99348,0.9947,0.99372,0.96899,0.41306,0.24386,0.00359,0.20924,0.80672,0.000297226,0.000297226,0.000297226
251,5656.22,0.32311,0.17495,0.0492,0.2497,0.82524,0.99322,0.995,0.9947,0.93144,0.98891,0.99471,0.99343,0.9675,0.40851,0.23126,0.00524,0.21286,0.80305,0.000291725,0.000291725,0.000291725
252,5682.4,0.32119,0.17388,0.0427,0.25182,0.83313,0.99856,0.995,0.99495,0.92674,0.9941,0.99482,0.99329,0.96995,0.40684,0.21389,0.00398,0.21293,0.80208,0.000286224,0.000286224,0.000286224
253,5704.5,0.33603,0.19355,0.04879,0.26229,0.83538,0.99365,0.995,0.99485,0.92927,0.98921,0.995,0.99231,0.96769,0.4057,0.22805,0.00464,0.21255,0.80225,0.000280723,0.000280723,0.000280723
254,5726.53,0.32133,0.15714,0.04627,0.24604,0.82647,0.99897,0.995,0.99481,0.92844,0.99392,0.9943,0.99254,0.9653,0.4024,0.24679,0.00557,0.21339,0.80323,0.000275222,0.000275222,0.000275222
255,5748.5,0.32541,0.1575,0.04389,0.25278,0.83188,0.99892,0.995,0.9949,0.92608,0.99413,0.99476,0.99224,0.96653,0.40195,0.23739,0.00344,0.21112,0.80308,0.000269721,0.000269721,0.000269721
256,5770.62,0.33764,0.17324,0.05016,0.26024,0.83726,0.99819,0.995,0.9949,0.9285,0.99415,0.99469,0.99287,0.96881,0.40097,0.2179,0.00405,0.21137,0.80213,0.00026422,0.00026422,0.00026422
257,5792.8,0.32439,0.16502,0.0475,0.25141,0.83257,0.99746,0.995,0.9949,0.92783,0.99426,0.99495,0.99231,0.96914,0.40671,0.21598,0.00301,0.21281,0.80436,0.000258718,0.000258718,0.000258718
258,5814.96,0.32233,0.17395,0.04557,0.24713,0.82698,0.99707,0.995,0.99485,0.93174,0.99436,0.995,0.99289,0.96979,0.4043,0.21446,0.00335,0.20897,0.80251,0.000253217,0.000253217,0.000253217
259,5837.2,0.32449,0.184,0.05231,0.25021,0.83092,0.99748,0.995,0.99485,0.93483,0.99421,0.99471,0.99354,0.97297,0.39456,0.21202,0.00386,0.20991,0.80204,0.000247716,0.000247716,0.000247716
260,5859.48,0.32061,0.17771,0.04787,0.25113,0.83343,0.98791,0.99932,0.99485,0.93774,0.9895,0.99498,0.99353,0.96969,0.39098,0.24021,0.00499,0.20908,0.7996,0.000242215,0.000242215,0.000242215
261,5881.68,0.31965,0.16512,0.04608,0.24765,0.82933,0.99716,0.99459,0.9949,0.93462,0.99451,0.995,0.99347,0.97062,0.3938,0.22746,0.00352,0.20681,0.80035,0.000236714,0.000236714,0.000236714
262,5903.82,0.31998,0.17178,0.04901,0.2456,0.83312,0.99707,0.995,0.9949,0.93425,0.99439,0.995,0.99327,0.96998,0.39197,0.21771,0.00372,0.20631,0.79958,0.000231213,0.000231213,0.000231213
263,5925.84,0.32222,0.17496,0.04596,0.24674,0.83525,0.9978,0.995,0.9949,0.93251,0.99408,0.99481,0.99366,0.97422,0.39906,0.21261,0.00394,0.20728,0.80062,0.000225712,0.000225712,0.000225712
264,5947.99,0.31179,0.16086,0.03857,0.24482,0.82569,0.99828,0.995,0.9949,0.93595,0.99391,0.99475,0.9938,0.97319,0.39499,0.22048,0.00462,0.20732,0.79987,0.000220211,0.000220211,0.000220211
265,5970.3,0.31857,0.15621,0.04899,0.24475,0.83499,0.99797,0.995,0.9949,0.93611,0.99409,0.99486,0.99349,0.97773,0.39039,0.20232,0.00338,0.20424,0.79992,0.00021471,0.00021471,0.00021471
266,5992.45,0.32217,0.17368,0.05146,0.25107,0.83427,0.99747,0.995,0.99495,0.93504,0.99426,0.99487,0.99321,0.97646,0.39033,0.20168,0.00358,0.20215,0.79859,0.000209209,0.000209209,0.000209209
267,6014.37,0.30458,0.15044,0.04246,0.23859,0.82464,0.99271,0.99946,0.99495,0.9384,0.99459,0.99485,0.99337,0.97637,0.38863,0.20166,0.00391,0.2015,0.79847,0.000203707,0.000203707,0.000203707
268,6036.64,0.30903,0.15019,0.04472,0.23875,0.82521,0.99261,0.99946,0.99495,0.93728,0.99472,0.99493,0.99353,0.97735,0.38955,0.20246,0.00342,0.20471,0.79867,0.000198206,0.000198206,0.000198206
269,6058.73,0.30605,0.14947,0.04471,0.23897,0.83041,0.99703,0.99389,0.99481,0.9381,0.99466,0.995,0.99323,0.97624,0.395,0.20268,0.00354,0.20357,0.80182,0.000192705,0.000192705,0.000192705
270,6080.86,0.31546,0.14905,0.0456,0.24489,0.82922,0.99683,0.99416,0.99476,0.9342,0.99468,0.995,0.99277,0.97721,0.39074,0.19851,0.00326,0.20425,0.80002,0.000187204,0.000187204,0.000187204
271,6103.07,0.31069,0.16963,0.04288,0.24187,0.82502,0.997,0.99473,0.99476,0.92754,0.99449,0.995,0.99164,0.96912,0.39267,0.2128,0.00357,0.20406,0.80055,0.000181703,0.000181703,0.000181703
272,6125.09,0.31284,0.15165,0.04207,0.2433,0.83076,0.99669,0.99403,0.99481,0.92489,0.99465,0.995,0.99066,0.96612,0.39734,0.20954,0.00364,0.2033,0.80222,0.000176202,0.000176202,0.000176202
273,6147.29,0.31286,0.14972,0.04116,0.24128,0.83388,0.99758,0.995,0.99485,0.92883,0.99422,0.99499,0.99237,0.97125,0.3917,0.21143,0.00316,0.20188,0.79995,0.000170701,0.000170701,0.000170701
274,6169.15,0.31198,0.15302,0.04993,0.23835,0.82858,0.99776,0.995,0.99485,0.93131,0.99414,0.995,0.99276,0.97011,0.39402,0.21987,0.00338,0.20162,0.8008,0.0001652,0.0001652,0.0001652
275,6191.24,0.3085,0.16289,0.04606,0.24071,0.82785,0.99784,0.995,0.99495,0.93203,0.9943,0.995,0.99324,0.97317,0.3949,0.21325,0.00366,0.20297,0.80135,0.000159699,0.000159699,0.000159699
276,6213.42,0.30132,0.14979,0.04627,0.23758,0.82532,0.99766,0.995,0.99495,0.93148,0.9942,0.995,0.99341,0.97166,0.39538,0.22081,0.00403,0.20264,0.80184,0.000154198,0.000154198,0.000154198
277,6235.38,0.30253,0.16295,0.04472,0.23477,0.82626,0.99746,0.995,0.99495,0.93274,0.9942,0.995,0.99334,0.97276,0.39781,0.21957,0.00438,0.20736,0.802,0.000148696,0.000148696,0.000148696
278,6257.42,0.3091,0.14791,0.04445,0.2403,0.83072,0.99757,0.995,0.99495,0.92908,0.9942,0.995,0.99329,0.97323,0.39834,0.21365,0.00431,0.20846,0.8024,0.000143195,0.000143195,0.000143195
279,6279.64,0.29847,0.15591,0.04185,0.23516,0.8265,0.99717,0.995,0.99485,0.93257,0.99421,0.995,0.99343,0.97248,0.39638,0.21939,0.00429,0.20791,0.80048,0.000137694,0.000137694,0.000137694
280,6301.6,0.29685,0.14639,0.04171,0.23077,0.8269,0.99264,0.99955,0.99495,0.92857,0.9943,0.995,0.99311,0.97126,0.39765,0.21874,0.00387,0.20512,0.80151,0.000132193,0.000132193,0.000132193
281,6323.81,0.2976,0.14367,0.03982,0.23469,0.82471,0.9925,0.99946,0.99495,0.9315,0.99428,0.995,0.99332,0.97078,0.39688,0.21505,0.00319,0.2046,0.80104,0.000126692,0.000126692,0.000126692
282,6345.77,0.29171,0.14499,0.04318,0.22922,0.81818,0.99725,0.995,0.99485,0.93034,0.9942,0.995,0.99344,0.97236,0.39678,0.21461,0.00331,0.20626,0.80153,0.000121191,0.000121191,0.000121191
283,6367.92,0.29925,0.14427,0.04704,0.23896,0.82966,0.99743,0.995,0.9949,0.93289,0.99421,0.995,0.99351,0.9722,0.39614,0.21395,0.00355,0.20328,0.80155,0.00011569,0.00011569,0.00011569
284,6389.91,0.29878,0.14127,0.04795,0.23328,0.82484,0.99689,0.995,0.99485,0.93099,0.99425,0.995,0.99356,0.97498,0.3991,0.20936,0.0038,0.20331,0.80232,0.000110189,0.000110189,0.000110189
285,6412.1,0.30096,0.13721,0.04266,0.23643,0.83042,0.99734,0.995,0.9949,0.93575,0.99423,0.995,0.9938,0.97509,0.39152,0.20636,0.00338,0.20384,0.79878,0.000104688,0.000104688,0.000104688
286,6434.44,0.28667,0.13916,0.04186,0.22623,0.81288,0.99791,0.995,0.99485,0.93368,0.99412,0.995,0.99376,0.97392,0.39181,0.20744,0.00275,0.2044,0.79895,9.91865e-05,9.91865e-05,9.91865e-05
287,6456.96,0.29324,0.13675,0.03905,0.22909,0.81977,0.99792,0.995,0.99485,0.93302,0.99411,0.995,0.99364,0.97365,0.39238,0.20762,0.00293,0.20417,0.7982,9.36854e-05,9.36854e-05,9.36854e-05
288,6479.13,0.29306,0.12336,0.04093,0.22673,0.82563,0.99786,0.995,0.99481,0.935,0.99411,0.995,0.99359,0.97562,0.39295,0.20375,0.00311,0.20518,0.79845,8.81843e-05,8.81843e-05,8.81843e-05
289,6501.3,0.28814,0.12738,0.03918,0.2239,0.82503,0.99783,0.995,0.9949,0.93251,0.99416,0.995,0.99364,0.97472,0.39697,0.20446,0.00321,0.20529,0.80001,8.26832e-05,8.26832e-05,8.26832e-05
290,6523.46,0.29653,0.13804,0.04114,0.2309,0.82731,0.9981,0.995,0.9949,0.93294,0.99412,0.995,0.99369,0.97316,0.39508,0.21009,0.00335,0.2061,0.79906,7.71821e-05,7.71821e-05,7.71821e-05
291,6545.61,0.28592,0.13606,0.04222,0.22294,0.82366,0.99916,1,0.995,0.93592,0.99414,0.995,0.99357,0.97162,0.3931,0.21435,0.00338,0.20539,0.79915,7.1681e-05,7.1681e-05,7.1681e-05
292,6567.58,0.29041,0.14258,0.04566,0.23137,0.82608,0.99863,0.995,0.9949,0.93387,0.99418,0.995,0.99359,0.97368,0.39489,0.21044,0.00324,0.20668,0.79961,6.61799e-05,6.61799e-05,6.61799e-05
293,6589.51,0.28776,0.13926,0.04366,0.22666,0.82739,0.99864,0.995,0.9949,0.93641,0.99422,0.995,0.99363,0.97457,0.39513,0.20995,0.00311,0.2067,0.79947,6.06788e-05,6.06788e-05,6.06788e-05
294,6611.73,0.28569,0.12605,0.03932,0.22428,0.82186,0.99851,0.995,0.99495,0.9335,0.99422,0.995,0.99377,0.97008,0.39861,0.21967,0.00304,0.20594,0.80058,5.51777e-05,5.51777e-05,5.51777e-05
295,6633.95,0.28262,0.13579,0.04245,0.22507,0.82254,0.998,0.995,0.99495,0.93534,0.99421,0.995,0.99369,0.96913,0.39748,0.22849,0.00345,0.20465,0.80048,4.96766e-05,4.96766e-05,4.96766e-05
296,6656.21,0.28212,0.13293,0.04639,0.22315,0.82521,0.99782,0.995,0.99495,0.93473,0.99419,0.995,0.99362,0.96887,0.39868,0.2272,0.00379,0.20528,0.80065,4.41755e-05,4.41755e-05,4.41755e-05
297,6678.35,0.27653,0.1235,0.03872,0.21917,0.82164,0.99918,1,0.995,0.93318,0.99416,0.995,0.9936,0.96976,0.39899,0.22621,0.00384,0.20497,0.80136,3.86744e-05,3.86744e-05,3.86744e-05
298,6700.6,0.28445,0.12117,0.04679,0.22603,0.82868,0.99914,1,0.995,0.93242,0.99413,0.995,0.99368,0.97138,0.39889,0.22575,0.00396,0.20434,0.80142,3.31733e-05,3.31733e-05,3.31733e-05
299,6722.78,0.2917,0.14475,0.05006,0.23311,0.83289,0.99911,1,0.995,0.93164,0.99411,0.995,0.99368,0.97063,0.39833,0.2249,0.0039,0.20481,0.8015,2.76722e-05,2.76722e-05,2.76722e-05
300,6747.23,0.2058,0.07528,0.00169,0.16236,0.76962,0.99914,1,0.995,0.93118,0.99412,0.995,0.99337,0.97119,0.39687,0.21816,0.00358,0.20467,0.80222,2.21711e-05,2.21711e-05,2.21711e-05
